FECHA,ASESOR,CIUDAD,CLASIFICACION,CATEGORIA,PRODUCTO,VALOR_U,CANTIDAD
2017-12-24,Ana Maria,Cali,Importados,Especiales,Fruit Cover,37775.3164837385,36.0
2017-12-25,Ana Maria,Cali,Nacionales,Foliares,Molib-K,42739.7791712732,40.0
2017-12-25,Juliana,Medellín,Importados,Bioestimulantes,Actiplant,39590.1154021534,41.0
2017-12-27,Camila,Cali,Importados,Especiales,Fruit Cover,54092.0,50.0
2017-12-27,Ana Maria,Barranquilla,Nacionales,Coadyuvantes,Trionex,43310.7618241758,29.0
2017-12-27,Juliana,Medellín,Importados,Especiales,Solugybb,39582.3994203574,18.0
2017-12-27,Ana Maria,Cartagena,Nacionales,Edáficos,Campofos,38014.5119194139,21.0
2017-12-27,Juliana,Cali,Importados,Especiales,Fruit Cover,36903.4105407925,32.0
2017-12-28,Ana Maria,Cali,Nacionales,Coadyuvantes,Trionex,42309.2273870574,30.0
2017-12-28,Ana Maria,Bogotá,Importados,Especiales,Solugybb,40161.098055056,36.0
2017-12-28,Camila,Cartagena,Importados,Fertirrigación,Humus 15,39546.9059040959,11.0
2017-12-28,Juliana,Cartagena,Nacionales,Coadyuvantes,Siliconex,38585.4945723166,47.0
2017-12-28,Ana Maria,Medellín,Nacionales,Foliares,Triplehoja,37932.7225123765,29.0
2017-12-29,Ana Maria,Bogotá,Nacionales,Foliares,Fertiverdor,42036.0816314796,40.0
2017-12-29,Ana Maria,Bogotá,Importados,Fertirrigación,Calcio,38895.677040515,33.0
2017-12-29,Camila,Cali,Importados,Bioestimulantes,Aminogib,38579.3217868798,34.0
2017-12-29,Camila,Cali,Nacionales,Coadyuvantes,Fluyex,38269.1393186813,21.0
2017-12-30,Ana Maria,Barranquilla,Importados,Bioestimulantes,Actiplant,34199.0,49.0
2017-12-30,Camila,Barranquilla,Nacionales,Foliares,Molib-K,42903.357985348,25.0
2017-12-30,Camila,Bogotá,Nacionales,Edáficos,Menores,40029.9263645244,31.0
2017-12-30,Juliana,Cali,Importados,Fertirrigación,Calcio,38012.9687230547,31.0
2017-12-30,Ana Maria,Cartagena,Nacionales,Edáficos,Menores,37012.9774822955,22.0
2017-12-31,Ana Maria,Bogotá,Nacionales,Foliares,Molib-K,42565.397982684,11.0
2017-12-31,Ana Maria,Barranquilla,Nacionales,Foliares,Creciplant,37650.3175786436,41.0
2017-12-31,Camila,Bogotá,Nacionales,Coadyuvantes,Trionex,37452.7884446664,29.0
2018-01-01,Juliana,Medellín,Importados,Fertirrigación,Humus 15,43773.7207319347,24.0
2018-01-01,Camila,Cartagena,Nacionales,Edáficos,Menores,43141.0102246642,30.0
2018-01-01,Juliana,Cartagena,Nacionales,Foliares,Molib-K,40761.4014387834,27.0
2018-01-01,Camila,Cali,Nacionales,Foliares,Rendimiento,39769.1261798202,31.0
2018-01-02,Camila,Cali,Nacionales,Coadyuvantes,Trionex,43852.4237462537,36.0
2018-01-02,Camila,Barranquilla,Nacionales,Foliares,Desarrollo,43170.3309554889,24.0
2018-01-02,Ana Maria,Barranquilla,Nacionales,Foliares,Rendimiento,41512.9380657121,43.0
2018-01-02,Camila,Barranquilla,Importados,Fertirrigación,Humus 15,39798.4469106449,21.0
2018-01-02,Ana Maria,Cali,Nacionales,Edáficos,Boro,39337.0311992452,50.0
2018-01-02,Juliana,Medellín,Importados,Fertirrigación,Manganeso,38605.5561249861,33.0
2018-01-02,Ana Maria,Barranquilla,Importados,Fertirrigación,Calcio,38445.0637036297,11.0
2018-01-03,Juliana,Cartagena,Nacionales,Coadyuvantes,Trionex,64755.0,31.0
2018-01-03,Juliana,Cali,Nacionales,Edáficos,Campofos,40935.7826273726,22.0
2018-01-03,Ana Maria,Cartagena,Nacionales,Coadyuvantes,Fluyex,38050.0054356754,11.0
2018-01-03,Juliana,Bogotá,Nacionales,Coadyuvantes,Aquafull,37585.5033315573,13.0
2018-01-04,Juliana,Cartagena,Nacionales,Foliares,Molib-K,26979.0,35.0
2018-01-04,Ana Maria,Barranquilla,Nacionales,Foliares,Triplehoja,43671.8697722278,25.0
2018-01-04,Juliana,Bogotá,Importados,Bioestimulantes,Zin Stress,43378.6624639805,43.0
2018-01-04,Juliana,Bogotá,Nacionales,Edáficos,Boro,43340.0825550005,47.0
2018-01-04,Juliana,Barranquilla,Importados,Fertirrigación,Manganeso,42722.804011322,50.0
2018-01-04,Ana Maria,Cartagena,Nacionales,Edáficos,Menores,42597.8051062271,17.0
2018-01-04,Juliana,Cali,Nacionales,Edáficos,Menores,38778.3941172161,15.0
2018-01-05,Camila,Cali,Importados,Fertirrigación,Calcio,37275.0,28.0
2018-01-05,Juliana,Cartagena,Nacionales,Coadyuvantes,Aquafull,40994.4240890221,26.0
2018-01-05,Camila,Cartagena,Nacionales,Coadyuvantes,Siliconex,39153.3908325008,29.0
2018-01-06,Ana Maria,Cartagena,Importados,Bioestimulantes,Cogollando,54073.0,39.0
2018-01-06,Juliana,Bogotá,Nacionales,Edáficos,Zinc,43986.6818295038,41.0
2018-01-06,Juliana,Bogotá,Importados,Fertirrigación,Hierro,43468.1678528139,17.0
2018-01-07,Camila,Cali,Nacionales,Edáficos,Campofos,43921.8675824176,12.0
2018-01-07,Ana Maria,Medellín,Nacionales,Coadyuvantes,Trionex,43744.40000111,15.0
2018-01-07,Camila,Medellín,Importados,Bioestimulantes,Actiplant,43309.2186278166,30.0
2018-01-07,Camila,Medellín,Nacionales,Edáficos,Campofos,41721.2695742036,43.0
2018-01-08,Juliana,Cali,Nacionales,Foliares,Molib-K,26979.0,27.0
2018-01-09,Ana Maria,Barranquilla,Importados,Bioestimulantes,Actiplant,41645.6529526029,47.0
2018-01-10,Camila,Medellín,Importados,Fertirrigación,Humus 15,31841.0,38.0
2018-01-10,Camila,Medellín,Nacionales,Foliares,Desarrollo,43972.7930622711,16.0
2018-01-10,Ana Maria,Medellín,Nacionales,Foliares,Triplehoja,43681.1289503829,46.0
2018-01-10,Ana Maria,Barranquilla,Nacionales,Foliares,Rendimiento,41965.0945989566,21.0
2018-01-10,Camila,Medellín,Importados,Bioestimulantes,Zin Stress,41940.4034572094,12.0
2018-01-10,Juliana,Cartagena,Importados,Bioestimulantes,Zin Stress,41776.8246431346,46.0
2018-01-10,Camila,Cali,Importados,Fertirrigación,Hierro,41185.7804375624,12.0
2018-01-10,Ana Maria,Barranquilla,Importados,Bioestimulantes,Cogollando,37668.8359349539,43.0
2018-01-11,Ana Maria,Bogotá,Nacionales,Coadyuvantes,Fluyex,33559.0,40.0
2018-01-11,Camila,Cartagena,Importados,Fertirrigación,Calcio,42045.3408096348,41.0
2018-01-11,Camila,Medellín,Importados,Fertirrigación,Calcio,41198.126008436,41.0
2018-01-12,Ana Maria,Barranquilla,Nacionales,Edáficos,Zinc,43557.6732416472,12.0
2018-01-12,Juliana,Medellín,Importados,Fertirrigación,Humus 15,43531.4389035409,46.0
2018-01-12,Camila,Cartagena,Nacionales,Coadyuvantes,Trionex,43256.7499516039,29.0
2018-01-12,Juliana,Barranquilla,Nacionales,Foliares,Molib-K,39335.488002886,39.0
2018-01-12,Camila,Barranquilla,Importados,Fertirrigación,Frutales,39333.9448065268,26.0
2018-01-12,Ana Maria,Bogotá,Importados,Bioestimulantes,Aminogib,38344.7559402819,31.0
2018-01-12,Camila,Cartagena,Importados,Especiales,Solugybb,37114.8284420024,10.0
2018-01-13,Ana Maria,Medellín,Nacionales,Coadyuvantes,Aquafull,40907.0,37.0
2018-01-13,Camila,Cartagena,Importados,Fertirrigación,Frutales,46085.0,24.0
2018-01-13,Juliana,Cali,Nacionales,Foliares,Desarrollo,42699.6560659341,44.0
2018-01-13,Juliana,Barranquilla,Importados,Bioestimulantes,Aminogib,38346.2991366411,25.0
2018-01-13,Juliana,Barranquilla,Importados,Bioestimulantes,Zin Stress,37039.2118204018,11.0
2018-01-14,Ana Maria,Cartagena,Nacionales,Edáficos,Campofos,43971.2498659119,45.0
2018-01-14,Ana Maria,Medellín,Nacionales,Coadyuvantes,Fluyex,43929.5835642136,36.0
2018-01-14,Ana Maria,Cali,Importados,Fertirrigación,Humus 15,42674.9649241869,25.0
2018-01-14,Juliana,Bogotá,Importados,Fertirrigación,Hierro,42171.8829110889,34.0
2018-01-14,Juliana,Medellín,Nacionales,Foliares,Molib-K,37479.0227827728,27.0
2018-01-14,Camila,Cali,Importados,Bioestimulantes,Cogollando,37063.9029621489,13.0
2018-01-15,Juliana,Bogotá,Importados,Fertirrigación,Manganeso,50591.0,27.0
2018-01-15,Juliana,Bogotá,Importados,Fertirrigación,Humus 15,43372.4896785437,19.0
2018-01-15,Ana Maria,Barranquilla,Importados,Bioestimulantes,Actiplant,41630.220989011,19.0
2018-01-15,Ana Maria,Cali,Nacionales,Foliares,Creciplant,41384.8527678988,41.0
2018-01-16,Camila,Barranquilla,Nacionales,Foliares,Fertiverdor,63922.0,36.0
2018-01-16,Camila,Bogotá,Nacionales,Foliares,Triplehoja,63955.0,16.0
2018-01-16,Camila,Barranquilla,Nacionales,Edáficos,Campofos,40912.6346819847,38.0
2018-01-16,Juliana,Medellín,Importados,Fertirrigación,Frutales,38779.9373135753,46.0
2018-01-16,Camila,Cartagena,Nacionales,Coadyuvantes,Trionex,37636.4288114108,45.0
2018-01-17,Juliana,Bogotá,Importados,Bioestimulantes,Actiplant,43799.9550700411,36.0
2018-01-17,Ana Maria,Barranquilla,Nacionales,Foliares,Creciplant,43418.7855693196,14.0
2018-01-17,Juliana,Cali,Nacionales,Coadyuvantes,Trionex,42454.2878448218,38.0
2018-01-17,Juliana,Cartagena,Importados,Fertirrigación,Calcio,42182.6852856033,24.0
2018-01-17,Juliana,Medellín,Importados,Fertirrigación,Frutales,40301.5289237429,34.0
2018-01-17,Camila,Cali,Importados,Bioestimulantes,Cogollando,39113.2677271617,46.0
2018-01-17,Juliana,Medellín,Importados,Fertirrigación,Frutales,36972.8543769564,23.0
2018-01-18,Camila,Medellín,Importados,Fertirrigación,Humus 15,43989.7682222222,10.0
2018-01-18,Juliana,Cali,Importados,Bioestimulantes,Actiplant,43562.3028307248,29.0
2018-01-18,Ana Maria,Barranquilla,Importados,Fertirrigación,Frutales,42195.0308564768,16.0
2018-01-18,Camila,Cartagena,Nacionales,Coadyuvantes,Aquafull,40494.4284686425,33.0
2018-01-18,Ana Maria,Cali,Nacionales,Coadyuvantes,Siliconex,40103.9997897658,32.0
2018-01-18,Camila,Cali,Nacionales,Coadyuvantes,Trionex,38979.0096439116,26.0
2018-01-20,Ana Maria,Cali,Nacionales,Foliares,Desarrollo,43159.5285809746,36.0
2018-01-20,Juliana,Medellín,Nacionales,Foliares,Rendimiento,38909.5658077478,42.0
2018-01-20,Juliana,Cartagena,Importados,Especiales,Solugybb,37966.6728322788,23.0
2018-01-21,Ana Maria,Barranquilla,Nacionales,Edáficos,Zinc,30773.0,38.0
2018-01-21,Juliana,Medellín,Nacionales,Foliares,Triplehoja,43781.4367137307,38.0
2018-01-21,Ana Maria,Barranquilla,Nacionales,Foliares,Fertiverdor,41696.5784324564,15.0
2018-01-21,Camila,Bogotá,Importados,Fertirrigación,Manganeso,39134.8724761905,32.0
2018-01-21,Juliana,Medellín,Nacionales,Edáficos,Campofos,38449.6932927073,24.0
2018-01-21,Ana Maria,Medellín,Importados,Especiales,Solugybb,38292.2872640693,10.0
2018-01-22,Juliana,Cali,Importados,Bioestimulantes,Zin Stress,42285.0,19.0
2018-01-22,Juliana,Cartagena,Nacionales,Coadyuvantes,Aquafull,42537.6204482184,23.0
2018-01-22,Juliana,Medellín,Importados,Fertirrigación,Frutales,37347.8510922411,28.0
2018-01-23,Juliana,Cali,Nacionales,Foliares,Triplehoja,63955.0,22.0
2018-01-23,Ana Maria,Medellín,Nacionales,Foliares,Molib-K,43821.5598190698,38.0
2018-01-23,Camila,Medellín,Nacionales,Edáficos,Boro,43071.5663885004,38.0
2018-01-23,Ana Maria,Barranquilla,Importados,Bioestimulantes,Aminogib,42261.3882999223,27.0
2018-01-23,Juliana,Bogotá,Importados,Fertirrigación,Manganeso,41247.5082919303,27.0
2018-01-23,Ana Maria,Barranquilla,Nacionales,Foliares,Triplehoja,40187.3323931624,33.0
2018-01-23,Ana Maria,Cartagena,Importados,Especiales,Fruit Cover,39131.7860834721,27.0
2018-01-23,Ana Maria,Bogotá,Nacionales,Edáficos,Menores,38486.730005328,36.0
2018-01-23,Ana Maria,Barranquilla,Importados,Fertirrigación,Frutales,37434.2700883561,44.0
2018-01-23,Camila,Cali,Nacionales,Foliares,Desarrollo,37204.3338308358,11.0
2018-01-24,Ana Maria,Cali,Importados,Fertirrigación,Humus 15,40486.7124868465,41.0
2018-01-24,Camila,Cali,Nacionales,Edáficos,Zinc,40154.9252696193,47.0
2018-01-24,Ana Maria,Barranquilla,Importados,Fertirrigación,Humus 15,37360.1966631146,32.0
2018-01-24,Ana Maria,Cartagena,Importados,Especiales,Solugybb,37148.7787619047,15.0
2018-01-25,Juliana,Barranquilla,Importados,Fertirrigación,Frutales,39661.1024346764,13.0
2018-01-25,Juliana,Medellín,Importados,Bioestimulantes,Actiplant,38403.3974019314,31.0
2018-01-26,Ana Maria,Cartagena,Importados,Especiales,Solugybb,42672.0,42.0
2018-01-26,Ana Maria,Bogotá,Importados,Fertirrigación,Calcio,40438.8733997114,15.0
2018-01-26,Camila,Medellín,Importados,Fertirrigación,Hierro,37207.4202235542,19.0
2018-01-27,Ana Maria,Medellín,Importados,Bioestimulantes,Aminogib,43523.7229217449,22.0
2018-01-27,Juliana,Cartagena,Importados,Fertirrigación,Manganeso,42087.0071113331,13.0
2018-01-27,Ana Maria,Barranquilla,Importados,Fertirrigación,Hierro,40773.747009657,30.0
2018-01-28,Camila,Bogotá,Nacionales,Edáficos,Zinc,42671.8785314685,14.0
2018-01-28,Camila,Medellín,Nacionales,Coadyuvantes,Fluyex,39795.3605179265,29.0
2018-01-28,Ana Maria,Cartagena,Nacionales,Edáficos,Campofos,37324.7031468531,20.0
2018-01-28,Ana Maria,Barranquilla,Importados,Bioestimulantes,Aminogib,37221.308990787,37.0
2018-01-29,Camila,Bogotá,Nacionales,Foliares,Creciplant,43330.8233768454,28.0
2018-01-30,Camila,Medellín,Nacionales,Coadyuvantes,Fluyex,33559.0,32.0
2018-01-30,Ana Maria,Cali,Importados,Fertirrigación,Frutales,41242.8787028527,12.0
2018-01-31,Camila,Medellín,Nacionales,Edáficos,Boro,42525.2748773449,27.0
2018-02-01,Ana Maria,Barranquilla,Nacionales,Foliares,Triplehoja,37499.0843354423,33.0
2018-02-01,Camila,Cartagena,Importados,Fertirrigación,Humus 15,37227.4817762238,36.0
2018-02-02,Juliana,Cartagena,Importados,Fertirrigación,Humus 15,31841.0,41.0
2018-02-02,Juliana,Barranquilla,Nacionales,Coadyuvantes,Aquafull,43554.5868489288,23.0
2018-02-02,Camila,Bogotá,Nacionales,Edáficos,Zinc,38073.1533810634,24.0
2018-02-02,Juliana,Bogotá,Nacionales,Foliares,Rendimiento,37752.1685383505,37.0
2018-02-02,Ana Maria,Medellín,Nacionales,Foliares,Molib-K,37216.6794017094,48.0
2018-02-03,Ana Maria,Medellín,Nacionales,Coadyuvantes,Trionex,42924.9627343767,47.0
2018-02-03,Ana Maria,Barranquilla,Nacionales,Edáficos,Boro,39781.4717506937,19.0
2018-02-03,Camila,Cartagena,Nacionales,Edáficos,Zinc,39506.7827987568,48.0
2018-02-03,Ana Maria,Cali,Nacionales,Foliares,Desarrollo,38529.9395033855,13.0
2018-02-04,Ana Maria,Medellín,Nacionales,Foliares,Fertiverdor,42449.6582557442,24.0
2018-02-04,Juliana,Barranquilla,Importados,Fertirrigación,Hierro,39783.0149470529,35.0
2018-02-04,Camila,Cartagena,Importados,Fertirrigación,Frutales,37830.8715526695,26.0
2018-02-05,Juliana,Cartagena,Nacionales,Coadyuvantes,Trionex,39406.475035409,24.0
2018-02-05,Juliana,Cali,Importados,Especiales,Solugybb,37795.378036408,29.0
2018-02-05,Juliana,Cartagena,Nacionales,Edáficos,Boro,37587.0465279165,28.0
2018-02-06,Camila,Medellín,Nacionales,Edáficos,Boro,42394.0,15.0
2018-02-06,Camila,Cartagena,Nacionales,Coadyuvantes,Siliconex,43782.9799100899,19.0
2018-02-06,Camila,Cartagena,Nacionales,Foliares,Triplehoja,41931.1442790543,22.0
2018-02-06,Ana Maria,Cartagena,Nacionales,Edáficos,Menores,40787.6357768898,38.0
2018-02-06,Ana Maria,Cartagena,Nacionales,Coadyuvantes,Fluyex,40094.7406116106,17.0
2018-02-06,Juliana,Cali,Nacionales,Coadyuvantes,Aquafull,39651.8432565212,40.0
2018-02-06,Camila,Cali,Importados,Fertirrigación,Humus 15,38943.5161276501,13.0
2018-02-06,Juliana,Bogotá,Importados,Fertirrigación,Hierro,38861.7267206127,42.0
2018-02-06,Ana Maria,Medellín,Nacionales,Coadyuvantes,Aquafull,37991.363974026,21.0
2018-02-07,Camila,Cartagena,Importados,Fertirrigación,Frutales,43787.6094991675,50.0
2018-02-07,Ana Maria,Barranquilla,Importados,Fertirrigación,Calcio,39667.2752201132,14.0
2018-02-07,Camila,Barranquilla,Importados,Fertirrigación,Hierro,39184.2547596848,10.0
2018-02-07,Ana Maria,Medellín,Importados,Fertirrigación,Manganeso,38654.9384084804,48.0
2018-02-08,Camila,Bogotá,Nacionales,Foliares,Creciplant,42866.3212727273,33.0
2018-02-08,Camila,Cali,Importados,Fertirrigación,Humus 15,37212.0498126318,40.0
2018-02-09,Ana Maria,Cali,Nacionales,Foliares,Rendimiento,52151.0,35.0
2018-02-09,Camila,Cartagena,Nacionales,Foliares,Molib-K,26979.0,41.0
2018-02-09,Camila,Bogotá,Nacionales,Foliares,Creciplant,38236.7321951382,15.0
2018-02-09,Juliana,Cartagena,Nacionales,Foliares,Creciplant,37698.1566657786,28.0
2018-02-11,Camila,Barranquilla,Importados,Especiales,Solugybb,42672.0,36.0
2018-02-11,Ana Maria,Cartagena,Nacionales,Edáficos,Menores,40872.5115766456,37.0
2018-02-11,Camila,Cali,Nacionales,Edáficos,Campofos,38489.8163980464,14.0
2018-02-12,Juliana,Cali,Nacionales,Edáficos,Zinc,43676.4993613054,18.0
2018-02-12,Ana Maria,Medellín,Nacionales,Foliares,Fertiverdor,43506.7477617938,36.0
2018-02-12,Camila,Cartagena,Nacionales,Edáficos,Campofos,41471.2717640138,48.0
2018-02-12,Camila,Barranquilla,Nacionales,Foliares,Molib-K,39901.8410667111,29.0
2018-02-13,Camila,Barranquilla,Nacionales,Foliares,Molib-K,26979.0,23.0
2018-02-13,Camila,Medellín,Nacionales,Foliares,Fertiverdor,43270.6387188367,45.0
2018-02-13,Juliana,Barranquilla,Nacionales,Coadyuvantes,Fluyex,40898.7459147519,34.0
2018-02-13,Camila,Cali,Nacionales,Coadyuvantes,Trionex,38869.4427024087,42.0
2018-02-14,Camila,Barranquilla,Nacionales,Edáficos,Boro,41684.2328615829,27.0
2018-02-14,Ana Maria,Cali,Importados,Bioestimulantes,Actiplant,40023.7535790876,46.0
2018-02-14,Camila,Cartagena,Importados,Fertirrigación,Humus 15,38989.812018426,38.0
2018-02-14,Juliana,Bogotá,Nacionales,Edáficos,Campofos,38468.2116490176,48.0
2018-02-15,Juliana,Medellín,Nacionales,Coadyuvantes,Trionex,41946.5762426462,14.0
2018-02-15,Ana Maria,Medellín,Nacionales,Foliares,Molib-K,37272.2344706405,36.0
2018-02-16,Ana Maria,Barranquilla,Nacionales,Foliares,Creciplant,29285.0,50.0
2018-02-16,Juliana,Medellín,Nacionales,Foliares,Desarrollo,40082.395040737,34.0
2018-02-16,Juliana,Medellín,Nacionales,Foliares,Molib-K,39296.9080939061,13.0
2018-02-16,Camila,Medellín,Nacionales,Foliares,Triplehoja,38400.311009213,39.0
2018-02-16,Ana Maria,Bogotá,Importados,Fertirrigación,Hierro,38262.9665332445,43.0
2018-02-17,Camila,Cartagena,Importados,Fertirrigación,Calcio,40071.5926662227,32.0
2018-02-17,Ana Maria,Cartagena,Importados,Especiales,Solugybb,39205.8595087135,18.0
2018-02-17,Camila,Barranquilla,Nacionales,Foliares,Rendimiento,38926.540967699,45.0
2018-02-17,Juliana,Barranquilla,Importados,Bioestimulantes,Cogollando,37230.5681689422,34.0
2018-02-18,Camila,Cartagena,Importados,Fertirrigación,Humus 15,31841.0,50.0
2018-02-18,Juliana,Cali,Importados,Fertirrigación,Calcio,42642.5578006438,28.0
2018-02-18,Ana Maria,Medellín,Importados,Especiales,Solugybb,42466.6334156954,11.0
2018-02-18,Ana Maria,Medellín,Nacionales,Edáficos,Boro,41580.8387055167,13.0
2018-02-18,Camila,Cartagena,Nacionales,Foliares,Rendimiento,40750.5990642691,35.0
2018-02-18,Juliana,Cartagena,Importados,Bioestimulantes,Actiplant,38900.3066295926,15.0
2018-02-18,Ana Maria,Cali,Nacionales,Foliares,Fertiverdor,38715.1230664891,16.0
2018-02-18,Ana Maria,Barranquilla,Importados,Fertirrigación,Humus 15,38431.1749363969,45.0
2018-02-18,Ana Maria,Barranquilla,Nacionales,Foliares,Desarrollo,37923.4633342213,20.0
2018-02-19,Ana Maria,Barranquilla,Importados,Fertirrigación,Frutales,46085.0,12.0
2018-02-19,Ana Maria,Medellín,Nacionales,Coadyuvantes,Fluyex,41903.3667445887,22.0
2018-02-19,Camila,Bogotá,Importados,Especiales,Solugybb,39900.2978703519,49.0
2018-02-19,Camila,Cartagena,Importados,Bioestimulantes,Cogollando,39386.4134827395,26.0
2018-02-19,Ana Maria,Bogotá,Nacionales,Foliares,Molib-K,39358.6359482739,33.0
2018-02-20,Juliana,Cartagena,Importados,Especiales,Fruit Cover,54092.0,17.0
2018-02-20,Juliana,Cartagena,Nacionales,Foliares,Molib-K,40941.9554128094,29.0
2018-02-20,Ana Maria,Cartagena,Nacionales,Coadyuvantes,Siliconex,37042.2982131202,31.0
2018-02-21,Ana Maria,Bogotá,Nacionales,Foliares,Fertiverdor,43005.2089450549,18.0
2018-02-21,Ana Maria,Barranquilla,Nacionales,Foliares,Creciplant,41875.5892101232,19.0
2018-02-21,Ana Maria,Cali,Importados,Fertirrigación,Humus 15,38517.5939325119,11.0
2018-02-22,Camila,Medellín,Importados,Bioestimulantes,Actiplant,43824.6462117882,39.0
2018-02-22,Ana Maria,Barranquilla,Nacionales,Foliares,Fertiverdor,43239.7747916528,49.0
2018-02-22,Ana Maria,Cali,Nacionales,Edáficos,Boro,41455.8398004218,37.0
2018-02-22,Ana Maria,Cali,Importados,Fertirrigación,Frutales,39699.6823436563,14.0
2018-02-22,Ana Maria,Barranquilla,Nacionales,Edáficos,Zinc,39594.744991231,33.0
2018-02-22,Camila,Cali,Nacionales,Edáficos,Campofos,39292.2785048285,25.0
2018-02-22,Ana Maria,Medellín,Importados,Fertirrigación,Hierro,38793.8260808081,43.0
2018-02-23,Juliana,Medellín,Importados,Bioestimulantes,Aminogib,45039.0,34.0
2018-02-23,Ana Maria,Barranquilla,Importados,Fertirrigación,Calcio,37275.0,45.0
2018-02-23,Camila,Cali,Importados,Bioestimulantes,Zin Stress,43978.9658477078,47.0
2018-02-23,Ana Maria,Barranquilla,Nacionales,Foliares,Triplehoja,39042.2806946387,16.0
2018-02-23,Ana Maria,Cali,Nacionales,Coadyuvantes,Fluyex,39033.0215164835,19.0
2018-02-24,Juliana,Cali,Importados,Especiales,Fruit Cover,43329.2801804862,31.0
2018-02-24,Juliana,Cali,Importados,Fertirrigación,Manganeso,37901.8585851926,43.0
2018-02-24,Ana Maria,Cali,Importados,Fertirrigación,Frutales,37616.3672587413,12.0
2018-02-24,Juliana,Barranquilla,Nacionales,Edáficos,Campofos,37208.9634199134,34.0
2018-02-25,Juliana,Cali,Nacionales,Edáficos,Zinc,30773.0,35.0
2018-02-25,Ana Maria,Bogotá,Nacionales,Edáficos,Menores,40874.0547730048,24.0
2018-02-25,Juliana,Medellín,Importados,Fertirrigación,Frutales,40323.1336727717,40.0
2018-02-26,Ana Maria,Barranquilla,Nacionales,Edáficos,Menores,42971.2586251526,47.0
2018-02-26,Juliana,Medellín,Importados,Especiales,Solugybb,42668.7921387501,26.0
2018-02-26,Camila,Bogotá,Nacionales,Edáficos,Campofos,37911.1177633477,22.0
2018-02-26,Camila,Bogotá,Importados,Especiales,Fruit Cover,37002.1751077811,36.0
2018-02-27,Camila,Barranquilla,Nacionales,Foliares,Molib-K,41445.0374259074,26.0
2018-02-27,Ana Maria,Cali,Importados,Especiales,Fruit Cover,39347.8335737596,36.0
2018-02-27,Juliana,Cartagena,Nacionales,Foliares,Rendimiento,38542.2850742591,18.0
2018-02-27,Camila,Bogotá,Nacionales,Edáficos,Menores,37891.0562106782,39.0
2018-02-28,Ana Maria,Medellín,Nacionales,Foliares,Triplehoja,42286.0794416694,40.0
2018-02-28,Camila,Bogotá,Importados,Especiales,Fruit Cover,41972.8105807526,33.0
2018-02-28,Juliana,Medellín,Importados,Bioestimulantes,Actiplant,40232.0850875791,27.0
2018-02-28,Ana Maria,Medellín,Nacionales,Foliares,Molib-K,38759.8757609058,12.0
2018-03-01,Camila,Barranquilla,Importados,Fertirrigación,Manganeso,43465.0814600955,10.0
2018-03-01,Juliana,Medellín,Nacionales,Foliares,Desarrollo,41499.0492984793,34.0
2018-03-01,Camila,Cartagena,Importados,Bioestimulantes,Actiplant,38986.7256257076,25.0
2018-03-01,Ana Maria,Medellín,Nacionales,Foliares,Fertiverdor,38872.5290951271,18.0
2018-03-01,Camila,Barranquilla,Nacionales,Edáficos,Boro,38732.0982264402,14.0
2018-03-03,Juliana,Medellín,Nacionales,Foliares,Molib-K,26979.0,12.0
2018-03-03,Ana Maria,Barranquilla,Nacionales,Foliares,Creciplant,37985.1911885892,10.0
2018-03-04,Ana Maria,Bogotá,Nacionales,Foliares,Fertiverdor,40653.3776936397,48.0
2018-03-04,Camila,Barranquilla,Importados,Bioestimulantes,Zin Stress,39483.6348533688,40.0
2018-03-04,Camila,Medellín,Nacionales,Coadyuvantes,Aquafull,38812.3444371184,13.0
2018-03-05,Juliana,Cartagena,Importados,Especiales,Solugybb,41053.0655506715,15.0
2018-03-05,Camila,Medellín,Importados,Especiales,Fruit Cover,40607.0818028638,31.0
2018-03-05,Juliana,Barranquilla,Nacionales,Foliares,Creciplant,39847.8291941392,23.0
2018-03-05,Juliana,Barranquilla,Nacionales,Foliares,Creciplant,39239.8098286158,40.0
2018-03-05,Juliana,Medellín,Nacionales,Edáficos,Campofos,36980.5703587523,20.0
2018-03-06,Juliana,Bogotá,Nacionales,Edáficos,Boro,42352.4368851149,19.0
2018-03-07,Camila,Medellín,Nacionales,Foliares,Triplehoja,43600.8827397047,11.0
2018-03-07,Ana Maria,Barranquilla,Importados,Bioestimulantes,Actiplant,43253.6635588855,13.0
2018-03-07,Camila,Bogotá,Nacionales,Foliares,Rendimiento,42759.8407239427,31.0
2018-03-07,Camila,Cali,Importados,Bioestimulantes,Cogollando,42077.7479331779,39.0
2018-03-07,Juliana,Barranquilla,Importados,Bioestimulantes,Aminogib,36920.3857007437,10.0
2018-03-08,Camila,Medellín,Importados,Fertirrigación,Frutales,46085.0,42.0
2018-03-08,Juliana,Cartagena,Importados,Fertirrigación,Frutales,41784.5406249306,32.0
2018-03-08,Ana Maria,Cartagena,Nacionales,Coadyuvantes,Siliconex,38411.1133837274,29.0
2018-03-09,Camila,Medellín,Nacionales,Edáficos,Campofos,43411.0695875236,13.0
2018-03-09,Camila,Bogotá,Nacionales,Coadyuvantes,Trionex,41813.8613557553,35.0
2018-03-09,Camila,Cartagena,Importados,Fertirrigación,Humus 15,38770.6781354201,11.0
2018-03-09,Juliana,Cartagena,Nacionales,Edáficos,Campofos,37847.8467126207,13.0
